Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls per90,Ast per90,G+A per90,G-PK per90,G+A-PK per90,xG,npxG,xA,npxG+xA,xG per90,xA per90,xG+xA per90,npxG per90,npxG+xA per90,Passes Cmp,Att,Passes Cmp%,Passes TotDist,Passes PrgDist,KP per90,Final third per90,PPA per90,CrsPA per90,Prog per90,Live passes per90,Dead passes per90,FK passes per90,TB passes per90,under pressure passes per90,Sw passes per90,Crs passes per90,CK passes per90,Ground passes per90,Low passes per90,High passes per90,SCA Dead-balls per90,SCA Open-Play per90,Touches per90,Touches Def Pen per90,Touches Def 3rd per90,Touches Mid 3rd per90,Touches Att 3rd per90,Touches Att Pen per90,Live touches per90,Succ Dribbles per90,Att Dribbles per90,Succ Dribbles%,Players dribbled past per90,NutMegs per90,Carries per90,Carries TotDist per90,Carries PrgDist per90,Prog Carries per90,Carries to final-third per90,Carries to penalty area per90,Miss-Control per90,Dispossessed per90,Pass Targ per90,Passes Rec per90,Pass Rec%,Prog Rec-Passes per90,Tkl per90,TklW per90,Tkl Def 3rd per90,Tkl Mid 3rd per90,Tkl Att 3rd per90,Succ Tkl vs Dribbles per90,Att Tkl vs Dribbles per90,Tkl vs Dribbles%,Past per90,Press per90,Succ press per90,Succ Press %,Press Def 3rd per90,Press Mid 3rd per90,Press Att 3rd per90,Int per90,Tkl+Int per90,Clr per90,Err per90
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,26,25,2261,25.1,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,1.8,1.8,0.1,2,0.07,0,0.08,0.07,0.08,71.8,79.1,90.7,1601.2,526.8,0.08,5.18,0.12,0,4.82,76.6,2.55,2.31,0,7.93,2.75,0.08,0,65.1,4.82,9.24,0.04,0.4,87.6,10.2,43.3,47.6,2.83,0.88,85.4,0.28,0.28,100,0.28,0,60.8,355.1,184.1,5.1,0.48,0,0.2,0.16,67.2,66.3,98.8,0.24,1.99,1.43,1.16,0.64,0.2,0.88,1.43,61.1,0.56,9.8,4.5,45.9,5.58,3.67,0.56,1.87,3.86,2.91,0
39,Carlos Akapo,gq EQG,DF,Cбdiz,es La Liga,28,1993,25,21,1844,20.5,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.02,0.04,0.02,0.04,30.7,41.4,74.2,577,229.1,0.44,1.27,0.78,0.44,1.8,33.4,8,0.88,0.05,5.71,0.98,1.56,0,21.9,8.83,10.7,0.05,0.98,53.2,4.44,20,24.1,12.3,0.49,45.5,0.59,1.02,57.1,0.68,0.15,26.3,156.6,87.2,3.46,1.56,0.15,0.68,0.59,26.3,23.1,87.8,1.56,2.59,1.66,1.66,0.68,0.24,0.59,1.51,38.7,0.93,14.2,5.07,35.7,8,4.63,1.56,3.17,5.76,2.59,0
40,Marley Akй,fr FRA,MFFW,Juventus,it Serie A,20,2001,4,0,77,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,18.9,76.5,278.9,86.7,0,0,1.11,1.11,3.33,17.8,1.11,0,0,4.44,1.11,1.11,0,14.4,2.22,2.22,0,1.11,27.8,0,2.22,15.6,11.1,0,26.7,0,1.11,0,0,0,20,118.9,68.9,2.22,0,0,3.33,2.22,25.6,20,78.3,3.33,0,0,0,0,0,0,1.11,0,1.11,33.3,2.22,6.7,11.1,15.6,6.67,2.22,2.22,0,0
41,Nathan Akй,nl NED,DF,Manchester City,eng Premier League,26,1995,14,10,923,10.3,2,0,2,0,0,0,0,0.2,0,0.2,0.2,0.2,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16,75.7,83,91.2,1402.3,405.6,0.19,5.15,0.29,0,3.01,78.9,4.08,1.55,0,6.89,0.49,0,0,69.5,6.5,6.99,0,0.29,90.9,6.5,34.1,53,11.2,0.87,87,0,0.19,0,0,0,66,345.6,216.1,7.18,1.26,0,0.19,0.1,73.2,70.3,96,0.19,1.46,0.49,0.58,0.78,0.1,0.39,0.68,57.1,0.29,6.8,2.23,32.9,2.52,3.59,0.68,1.75,3.2,3.01,0
42,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34,32.1,37.9,84.9,446.4,137.9,2.14,2.14,3.57,0.71,4.29,37.9,0,0,0,6.43,0.71,3.57,0,32.1,2.14,3.57,0,3.57,50.7,0,5,14.3,35.7,5.71,50.7,0.71,2.14,33.3,0.71,0.71,45,195.7,120.7,8.57,1.43,2.14,0,2.14,45,40,88.9,2.86,1.43,0,0,0.71,0.71,0,0,,0,5,0.71,14.3,0.71,0.71,3.57,0,1.43,0,0
43,Maghnes Akliouche,fr FRA,MFFW,Monaco,fr Ligue 1,19,2002,7,0,54,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.29,0.09,0.38,0.29,0.38,33.3,36.7,90.9,453.3,135,1.67,1.67,5,0,6.67,36.7,0,0,1.67,8.33,0,0,0,33.3,3.33,0,0,1.67,61.7,0,6.67,23.3,36.7,8.33,61.7,1.67,6.67,25,1.67,0,48.3,245,120,8.33,5,0,5,0,61.7,46.7,75.7,10,3.33,1.67,1.67,1.67,0,0,1.67,0,1.67,35,11.7,33.3,6.67,16.7,11.7,0,3.33,0,0
44,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,1997,8,6,516,5.7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,50.4,57.5,87.5,937.5,219.8,0.53,4.91,0.35,0,4.91,57,0.53,0.53,0,6.84,1.75,0,0,45.4,4.74,7.37,0,1.05,66.7,2.11,14.7,44.7,9.12,0.35,66.1,1.05,1.58,66.7,1.05,0,45.3,166.7,76,2.98,0.35,0,0.7,1.05,48.9,47.5,97.1,0.88,2.98,2.11,0.88,1.58,0.53,1.58,2.28,69.2,0.7,19.8,6.67,33.6,5.96,11.8,2.11,2.11,5.09,1.58,0
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,10,4,315,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.5,0.12,0.01,0.13,0.12,0.13,26.3,32.3,81.4,367.1,53.7,0.57,1.43,0.29,0,0.86,32,0.29,0.29,0,7.14,0.29,0,0,24,6.86,1.43,0,0.57,48.3,2.57,11.7,27.7,12.3,0.29,48.3,2,3.43,58.3,2.29,0,33.7,140,69.1,1.43,1.14,0,1.14,1.43,38,31.1,82,3.43,4.57,2.57,1.71,2.57,0.29,0.86,2.86,30,2,30,8.29,27.6,6.86,16.3,6.86,0.86,5.43,1.14,0
46,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,26,1995,26,19,1527,17,2,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,1.2,1.2,2.1,3.3,0.07,0.12,0.19,0.07,0.19,42.4,54.7,77.5,801.4,322.1,0.71,3.24,0.76,0.12,4.65,44.2,10.5,1,0.12,7.29,1.12,1.71,0,33.1,12,9.65,0.06,1.48,67.2,3.71,22.4,31.9,16.8,2.06,57.1,1.06,2.06,51.4,1.12,0.12,37.8,180.6,101.9,4,1.18,0.76,1.06,0.82,41.5,37.4,89.9,1.18,2.18,1.18,1,0.71,0.47,1.06,1.88,56.3,0.82,14.9,4.41,29.5,5.88,6,3.06,2.06,4.24,1.88,0.12
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,30,30,2642,29.4,2,3,2,0,0,2,0,0.07,0.1,0.17,0.07,0.17,1.6,1.6,2.4,3.9,0.05,0.08,0.13,0.05,0.13,61.4,66.9,91.7,1143.1,371.3,0.75,4.49,0.61,0.17,3.47,64,2.86,1.36,0.07,5.37,0.65,1.09,0.1,57.1,4.18,5.58,0.07,1.5,73.8,8.74,33.6,36.5,10,1.67,70.7,0.17,0.27,62.5,0.17,0,54.4,331.9,181.2,4.29,1.5,0.27,0.41,0.24,59.4,57.4,96.7,1.84,0.85,0.61,0.44,0.34,0.07,0.31,0.54,56.3,0.24,7.59,2.82,37.2,3.4,3.4,0.78,1.39,2.24,2.28,0.07
48,Sofiane Alakouch,ma MAR,DFMF,Metz,fr Ligue 1,23,1998,4,0,158,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,46.7,56.7,82.4,710,210,0.56,2.78,0,0,2.22,49.4,7.22,0.56,0,4.44,0.56,0.56,0,42.8,8.89,5,0,0.56,75,4.44,21.7,40,17.2,0,69.4,1.11,2.78,40,1.11,0.56,48.9,166.1,97.2,4.44,2.78,0,1.67,0,51.1,46.7,91.3,1.67,4.44,3.33,2.22,2.22,0,1.67,3.33,50,1.67,28.9,6.67,23.1,11.7,13.3,3.89,3.33,7.78,1.11,0
49,Tomбs Alarcуn,cl CHI,MF,Cбdiz,es La Liga,22,1999,23,16,1425,15.8,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,1,1,1.1,2.1,0.06,0.07,0.14,0.06,0.14,26.2,36.7,71.4,591.2,159.2,0.89,2.91,0.51,0.19,2.47,32.5,4.24,2.09,0.06,7.09,2.91,1.46,2.03,19,5,12.7,0.7,0.94,48.4,3.35,14.6,25.9,9.87,0.76,44.1,0.25,0.57,44.4,0.32,0,25.7,97.3,39,0.89,0.51,0,0.63,0.82,26.3,24,91.1,1.39,1.9,0.95,0.89,0.7,0.32,0.63,1.39,45.5,0.76,16.5,5.38,32.7,8.1,6.58,1.77,1.71,3.61,2.85,0
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,27,5,655,7.3,6,0,6,0,1,2,0,0.82,0,0.82,0.82,0.82,6.5,5.8,1.1,6.9,0.9,0.16,1.05,0.79,0.95,14.5,21.2,68.4,194.1,31.5,0.96,0.14,0.27,0,0.96,20.1,1.1,0,0.14,6.44,0.14,0.41,0,13.2,4.52,3.56,0,3.01,34.5,0.96,3.15,14.9,18.5,7.4,33.4,1.51,1.78,84.6,1.51,0.27,22.5,90.1,38.8,2.05,0.96,0.55,3.29,2.19,41.5,26.8,64.7,7.53,0.68,0.55,0,0.55,0.14,0.27,0.41,66.7,0.14,14,4.11,29.4,0.82,5.48,7.67,0.41,1.1,0.82,0
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,30,30,2644,29.4,2,10,2,0,0,11,0,0.07,0.34,0.41,0.07,0.41,1.3,1.3,5.9,7.1,0.04,0.2,0.24,0.04,0.24,79.5,94.2,84.3,1389.6,516.3,1.97,7.86,2.18,0.61,8.64,82.4,11.8,2.86,0.31,6.33,1.73,3.54,0.03,64.5,15.9,13.8,0.07,2.75,102.6,3.16,24.4,50.7,32.1,2.79,91.1,0.24,0.75,31.8,0.27,0.17,64.7,225.5,120.1,5.44,1.5,0.37,0.71,0.27,77.9,73.3,94.1,3.78,1.5,0.85,0.41,0.88,0.2,0.75,1.56,47.8,0.82,10.8,3.37,31.1,3.5,5.24,2.07,1.63,3.13,1.29,0.07
52,Josuй Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19,30,40,75,430,225,0,0,0,0,0,35,5,0,0,0,0,0,0,30,5,5,0,0,50,10,25,20,10,5,45,0,0,,0,0,30,50,35,0,5,0,0,0,30,30,100,10,0,0,0,0,0,0,0,,0,10,0,0,10,0,0,0,0,5,0
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,34,27,2353,26.1,5,9,5,0,0,5,0,0.19,0.34,0.54,0.19,0.54,3.5,3.5,7.8,11.3,0.14,0.3,0.43,0.14,0.43,63,75.7,83.1,1073.6,348.1,2.41,7.89,1.88,0.27,6.9,68,7.74,3.07,0.46,12,2.99,1.92,3.91,58,6.82,10.9,1,3.14,83.9,0.88,12.2,47.5,30.8,1.49,76.5,0.96,1.69,56.8,1.03,0.27,62.4,315.4,186.2,7.66,3.49,0.34,0.61,1.07,71.1,65.3,91.8,3.83,1.19,0.69,0.34,0.46,0.38,0.42,1.72,24.4,1.3,15.8,4.06,25.7,4.33,7.2,4.29,0.84,2.03,0.23,0
54,Raъl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,28,28,2465,27.4,0,0,0,0,0,8,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.02,0,0.02,0.02,0.02,48.8,55.8,87.5,1160.7,323.3,0.15,2.3,0.04,0,2.45,53.8,1.93,1.75,0,5.99,1.93,0,0,41.9,4.23,9.6,0,0.33,64.9,10.5,38.2,30.7,1.24,0.29,63,0.18,0.29,62.5,0.18,0,40.7,268.6,153.7,2.63,0.07,0,0.15,0.15,44.5,44,99,0,0.99,0.55,0.62,0.36,0,0.33,0.51,64.3,0.18,6.13,2.48,40.5,3.25,2.66,0.22,1.35,2.34,5.22,0
55,Marc Albrighton,eng ENG,FWDF,Leicester City,eng Premier League,31,1989,17,11,1132,12.6,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,0.5,0.5,1.7,2.2,0.04,0.13,0.18,0.04,0.18,27.4,43.7,62.6,438.9,188.3,0.95,1.67,0.87,0.4,2.54,35.7,8.02,1.19,0,7.62,2.62,2.46,2.94,24.4,8.81,10.5,0.24,1.11,54.6,2.78,12.5,25.1,19.9,0.95,46.7,1.27,2.94,43.2,1.43,0.32,32.6,137.5,64.3,2.54,0.95,0.16,1.11,0.95,40.5,31.9,78.8,2.46,2.62,1.27,1.35,0.71,0.56,0.79,3.25,24.4,2.46,22.9,5,21.8,7.78,11.2,3.97,1.98,4.6,0.79,0
56,Paco Alcбcer,es ESP,FW,Villarreal,es La Liga,27,1993,18,10,787,8.7,1,3,1,0,0,1,0,0.11,0.34,0.46,0.11,0.46,3.7,3.7,1.7,5.5,0.43,0.2,0.63,0.43,0.63,14.3,19.7,72.5,194.5,36.6,0.69,0.69,0.57,0.11,1.15,17.7,1.95,0,0.11,4.02,0.34,0.23,0,13,3.56,3.1,0,1.48,28.5,0.34,1.95,12.2,15.2,5.06,26.4,0.46,0.8,57.1,0.46,0,15.3,62.9,30.5,1.38,0.46,0.11,2.18,0.8,36.7,19.8,53.9,6.44,0.57,0.34,0.11,0.34,0.11,0.23,0.57,40,0.34,12.8,3.22,25.2,0.8,5.52,6.44,0.46,1.03,0.11,0
57,Thiago Alcбntara,es ESP,MF,Liverpool,eng Premier League,30,1991,25,17,1534,17,1,4,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29,1.8,1.8,2.3,4.2,0.11,0.14,0.25,0.11,0.25,77.9,87,89.6,1647.5,430.7,1.65,11.7,1.29,0.06,10.3,85.9,1.12,0.71,0.18,12.6,3.71,0.12,0.06,67,8.12,11.9,0,3.59,98,2.18,15.4,65.5,23.2,1.53,97.1,0.88,1.41,62.5,0.88,0,72.8,325.9,173.9,9.59,2.76,0.24,0.59,0.82,77.5,74.4,96,2.82,3.41,2.35,1,1.82,0.59,0.71,2.35,30,1.65,18.8,6.88,36.7,5.06,9.59,4.12,2.06,5.47,1.06,0.12
58,Rubйn Alcaraz,es ESP,MF,Cбdiz,es La Liga,30,1991,14,12,1105,12.3,2,0,2,0,0,7,0,0.16,0,0.16,0.16,0.16,1.3,1.3,1.1,2.4,0.1,0.09,0.19,0.1,0.19,44.8,53.2,84.3,944.6,269.3,1.14,6.5,0.98,0.16,5.2,49.7,3.5,2.85,0.16,8.94,3.17,0.98,0.49,37.2,5.45,10.6,0.33,1.87,66.1,1.87,13.6,43.7,13.4,1.54,63.3,0.49,0.89,54.5,0.57,0.24,44.5,248.6,131.6,5.2,1.3,0.16,1.38,1.22,45.9,42.9,93.6,1.22,3.5,2.44,1.38,2.03,0.08,1.14,2.76,41.2,1.63,24.5,8.37,34.2,8.94,12.9,2.6,1.22,4.72,1.22,0
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,29,28,2403,26.7,2,0,2,0,0,15,0,0.07,0,0.07,0.07,0.07,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,21.6,34.8,62.2,566.3,253.1,0.19,2.85,0.26,0,2.85,32.6,2.21,1.87,0.07,4.68,3.11,0.07,0,15.1,2.92,16.9,0,0.41,48.5,7.9,26,23.1,2.36,0.94,46.4,0.41,0.56,73.3,0.45,0,22,149.4,88.2,2.13,0.34,0.07,0.22,0.3,21.2,20.8,97.9,0.11,2.43,1.69,1.54,0.86,0.04,1.12,1.99,56.6,0.86,9.25,3.45,37.2,5.36,3.52,0.37,2.62,5.06,6.93,0
60,Ivбn Alejo,es ESP,MFFW,Cбdiz,es La Liga,26,1995,20,11,1065,11.8,2,2,2,0,0,7,0,0.17,0.17,0.34,0.17,0.34,1,1,2.3,3.3,0.08,0.2,0.28,0.08,0.28,17.1,29.1,58.9,289.8,118.9,1.78,1.19,1.78,1.61,1.86,28,1.1,0.25,0,5.25,1.86,6.53,0,14.7,5.51,8.9,0.17,2.95,45.8,2.03,10.8,19.4,21.4,2.03,44.8,1.44,3.56,40.5,1.69,0.08,33.2,275.3,171.2,7.97,2.54,0.51,2.71,2.97,39.7,29.7,74.8,3.64,2.8,1.69,1.86,0.68,0.25,1.27,3.22,39.5,1.95,28.9,7.29,25.2,10.8,11.7,6.44,1.36,4.15,1.02,0
61,Do?an Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,12,1080,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,32.7,73,707.6,428.4,0,0,0,0,0,24.4,8.25,2.42,0,2.83,0.5,0,0,17.8,0.67,14.3,0,0.08,35.1,29.3,34.8,0.42,0,0,26.9,0,0,,0,0,18.2,75.4,33.4,0,0,0,0,0,18.1,17.9,99.1,0,0,0,0,0,0,0,0,,0,0.08,0.08,100,0.08,0,0,0,0,0,0.08
62,Carles Aleсб,es ESP,MF,Getafe,es La Liga,23,1998,33,30,2320,25.8,1,2,1,0,0,6,1,0.04,0.08,0.12,0.04,0.12,2,2,1.6,3.6,0.08,0.06,0.14,0.08,0.14,26.7,33.3,80.1,488.7,97.2,0.81,2.36,0.62,0.16,2.36,31.8,1.51,0.93,0.19,7.83,1.4,0.85,0.43,24.5,3.45,5.39,0.04,1.83,43,0.54,5.54,25.1,14.8,0.93,41.6,0.58,1.32,44.1,0.7,0.08,31.2,145.9,67.3,3.33,0.97,0.12,1.28,1.67,38.6,31,80.5,3.18,1.32,0.85,0.62,0.5,0.19,0.62,1.86,33.3,1.24,21.4,4.96,23.2,4.53,12.1,4.77,0.74,2.05,0.39,0
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,32,32,2853,31.7,2,12,2,0,0,2,0,0.06,0.38,0.44,0.06,0.44,2.7,2.7,11.2,13.9,0.08,0.35,0.44,0.08,0.44,63.5,85.4,74.4,1404.1,572.7,2.81,7.29,2.81,0.82,8.77,68,17.4,2.84,0.63,7.48,6.28,4.01,4.13,44.3,15,26.1,1.64,3.06,94.9,2.43,19.1,44.5,35.6,2.81,77.6,0.82,1.39,59.1,0.82,0,54.4,190.7,104.6,4.92,2.08,0.35,0.76,0.82,63.6,59.3,93.2,3.88,1.39,0.76,0.69,0.47,0.22,0.73,1.86,39,1.14,9.09,3.06,33.7,3.6,2.78,2.71,2.4,3.79,1.36,0.03
64,Mircea Alexandru Tirlea,ro ROU,DF,Alavйs,es La Liga,21,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,71.4,930,635,0,0,0,0,0,40,30,0,0,20,0,5,0,20,10,40,0,0,85,10,30,45,15,0,55,10,15,66.7,10,0,35,120,70,0,0,0,0,0,20,20,100,0,0,0,0,0,0,0,0,,0,20,10,50,0,10,10,5,5,5,0
65,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,32,21,1837,20.4,4,1,4,0,0,6,2,0.2,0.05,0.24,0.2,0.24,7,7,2.5,9.5,0.34,0.12,0.47,0.34,0.47,11.2,15.8,70.8,157.5,29.4,0.69,0.59,0.49,0.25,0.78,15.3,0.44,0.1,0,4.02,0.49,1.42,0,11.5,2.65,1.62,0,1.58,29.1,0.15,2.25,14.3,15.6,3.92,28.8,1.18,2.45,48,1.23,0.1,21.7,132.8,90.7,4.12,1.37,0.78,3.33,2.45,38.6,21.7,56.1,7.01,0.49,0.34,0.1,0.2,0.2,0.05,0.64,7.7,0.59,23.3,5.2,22.3,1.57,10.7,11.1,0.64,1.13,0.05,0
66,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,36,3240,36,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.4,0.4,0,0.01,0.01,0,0.01,32.7,37.8,86.6,880.7,486.7,0.06,0.36,0,0,0,31.3,6.47,1.72,0.06,2.67,1.03,0,0,26.9,1.89,8.97,0,0.08,40.6,30.5,40.3,0.42,0,0,34.2,0.06,0.08,66.7,0.06,0,23.1,81.8,44.9,0,0,0,0.03,0,23.2,23,99.3,0,0,0,0,0,0,0,0.06,0,0.06,0.17,0.08,50,0.17,0,0,0,0,0.03,0.06
67,Allan,br BRA,MF,Everton,eng Premier League,30,1991,28,25,2183,24.3,0,2,0,0,0,7,1,0,0.08,0.08,0,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04,31.2,39.8,78.3,598.4,174.2,0.62,4.12,0.78,0.08,4.36,37.2,2.55,0.86,0,6.42,0.7,0.25,0,27.4,4.61,7.78,0,1.28,50.8,3.33,13.9,31.2,8.64,0.45,48.4,0.66,0.99,66.7,0.66,0.12,31.4,158,83,4.36,1.15,0.08,0.78,1.28,29.2,27,92.5,0.78,3.17,2.51,1.28,1.69,0.21,1.07,3.62,29.5,2.55,26.7,8.4,31.5,10.7,13.5,2.51,1.73,4.9,1.65,0
68,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,30,13,1488,16.5,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,3.4,3.4,1.7,5.1,0.2,0.1,0.31,0.2,0.31,25.1,33.3,75.3,397.6,79.7,0.79,2.36,0.73,0.18,2.36,32.3,1.03,0.24,0.06,7.03,1.03,1.88,0.55,25.6,3.7,4,0.18,2.42,48.4,0.67,8,24.4,21.8,4.97,47.5,1.88,3.94,47.7,2.06,0.48,39.2,281.3,164.6,7.76,2.85,1.15,2.3,3.03,47,37.7,80.2,6,1.45,0.91,0.42,0.67,0.36,0.42,1.03,41.2,0.61,12.7,3.39,26.8,3.09,5.52,4.06,0.61,2.06,0.18,0
69,Dele Alli,eng ENG,MF,Everton,eng Premier League,25,1996,11,1,338,3.8,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.09,0.11,0.02,0.11,22.9,29.3,78,368.1,89.2,0.27,1.78,0.68,0,2.6,36.8,3.16,0.53,0.26,8.95,0.26,1.05,0.26,28.9,6.32,4.74,0,0.68,61.1,3.95,12.4,32.6,20,4.47,58.2,1.05,2.63,40,1.05,0.26,37.4,173.4,92.6,3.42,1.58,0.26,2.89,3.68,45.3,35.5,78.5,5.79,3.95,2.63,1.58,1.58,0.79,1.32,3.16,41.7,1.84,33.4,8.95,26.8,9.21,16.3,7.89,2.63,6.58,1.84,0
70,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,25,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0,0.14,0,0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,30,40,75,492.9,134.5,1.84,2.63,1.05,0.26,3.16,27.7,1.64,0.82,0,5.75,0.27,0.41,0,20.4,4.52,4.38,0.26,2.37,45.3,3.15,11.9,23.6,13.3,2.74,44,0.68,2.47,27.8,0.96,0.27,29.2,124.4,61.1,2.33,0.82,0,1.64,2.47,35.9,27.3,76,4.25,2.6,0.96,1.51,0.82,0.27,0.68,2.33,29.4,1.64,28.6,7.53,26.3,11.1,12.6,4.93,2.33,4.93,1.64,0
71,Miguel Almirуn,py PAR,MFFW,Newcastle Utd,eng Premier League,27,1994,30,19,1716,19.1,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,2.1,2.1,0.7,2.7,0.11,0.03,0.14,0.11,0.14,21.3,26.4,80.4,325.8,76.5,0.84,1.15,0.47,0.1,1.99,26,0.47,0.1,0.05,4.5,0.26,1.15,0.05,21.1,2.46,2.88,0,2.25,38.8,1.15,7.7,16.1,18,2.93,38.5,0.94,1.94,48.6,1.26,0.1,27.4,170.8,77.7,4.03,0.94,0.58,1.52,1.73,34.6,24.9,72,3.25,2.98,1.73,1.41,1.15,0.42,0.68,2.46,27.7,1.78,22.6,5.71,25.2,6.65,8.69,7.28,1.31,4.29,0.63,0
72,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,28,25,2167,24.1,4,4,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,3.3,3.3,4.6,7.9,0.14,0.19,0.33,0.14,0.33,47,60.4,77.7,817.2,280.7,1.83,2.82,1.37,0.62,4.44,48.2,12.2,1.08,0.04,9.71,2.07,2.66,2.7,36,12.1,12.3,0.62,2.99,74.1,3.11,18.7,26.9,32.2,3.2,61.9,0.79,1.62,48.7,0.83,0.08,43.4,204,106.6,5.1,1.2,0.46,1.12,1.33,49,43,87.7,4.56,1.87,1.16,0.87,0.54,0.46,0.58,1.33,43.8,0.75,12.4,3.53,28.3,5.02,4.19,3.24,2.74,4.61,2.28,0
73,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,19,17,1466,16.3,1,0,1,0,0,5,0,0.06,0,0.06,0.06,0.06,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11,34.5,50.2,68.8,778.3,337.9,0.49,3.56,0.55,0.25,3.5,44.7,5.52,1.29,0,5.64,1.17,0.92,0,24.7,6.5,19,0.12,1.41,61.7,6.69,26.7,29.8,7.85,1.6,56.2,0.37,0.49,75,0.37,0,31.9,148.8,76.2,2.27,0.92,0,0.31,0.18,31.8,30.5,95.9,0.55,2.58,1.72,1.04,1.23,0.31,0.92,1.6,57.7,0.67,10.2,3.87,38,3.74,5.46,0.98,2.7,5.28,4.6,0
74,Hugo Бlvarez,es ESP,FW,Celta Vigo,es La Liga,36,1985,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1.91,0,1.91,1.91,1.91,10,30,33.3,220,30,0,0,0,0,0,30,0,0,0,0,0,0,0,20,10,0,0,0,80,10,10,50,30,10,80,0,0,,0,0,20,130,30,0,0,0,0,10,50,40,80,10,0,0,0,0,0,0,0,,0,30,10,33.3,20,10,0,0,0,10,0
75,Yeray Бlvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,22,21,1860,20.7,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.02,0,0.02,0.02,0.02,39.9,48.1,82.8,888,321.6,0.1,2.71,0.19,0,2.95,45.7,2.42,2.37,0,5.31,2.08,0.1,0,33.2,4.73,10.2,0,0.53,58.9,8.7,31.3,29.2,3,0.63,56.8,0.19,0.34,57.1,0.24,0,29.7,217.7,117.8,2.32,0.63,0,0.14,0.24,31.9,31.5,98.8,0.14,1.64,0.92,0.87,0.77,0,0.34,0.68,50,0.34,6.62,2.9,43.8,3.09,3.19,0.34,2.61,4.25,4.98,0
